Source_Name,RA,DEC,GLON,GLAT,Signif_Avg,Flux1000,Unc_Flux1000,Energy_Flux1000,Unc_Energy_Flux1000,SpectrumType,PL_Index,Unc_PL_Index,Pivot_Energy,LP_Index,Unc_LP_Index,LP_Beta,Unc_LP_beta,Flags,CLASS,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Counterpart_Catalog,RA_Counterpart,DEC_Counterpart,Unc_Counterpart,VLBI_Counterpart,Gaia_Counterpart,Gaia_G_Magnitude,Redshift,SED_class,nu_syn,nuFnu_syn,Variability_Index,Frac_Variability,Unc_Frac_Variability,Highest_energy
4FGL J0102.7-2001,15.6935,-20.0305,143.61546,-82.44283,5.1996264,6.730171e-11,2.4176303e-11,9.886366e-13,3.2670988e-13,PowerLaw,1.626527,0.19606437,8409.696,1.2088293,0.5598118,0.36404192,0.31285444,0,bcu,PMN J0102-2001,0.99740446,0.9370736,rfc,15.7123379292,-20.0328723194,3.1e-06,RFC J0102-2001,Gaia DR2: 2356005615891047296,18.824,0.38,HSP,1.0715193e+16,3.1141678e-12,12.541152,0.0,10.0,54.0141
4FGL J0103.1+4954,15.7753,49.9095,124.857994,-12.918626,4.773884,1.7946467e-10,4.0919174e-11,3.0980895e-12,6.725123e-13,PowerLaw,2.6220582,0.14144553,839.08105,2.6125994,0.20008698,0.1263103,0.12623568,0,bcu,GB6 J0103+4959,0.9436832,0.0,rfc,15.8153761125,49.9912340556,2.4e-07,RFC J0103+4959,Gaia DR2: 402765540345084416,20.5872,-inf,,0.0,0.0,5.9914446,0.0,10.0,-inf
4FGL J0103.5+1526,15.8786,15.4348,127.228264,-47.33618,5.0368114,1.7509204e-10,3.9112207e-11,2.3430693e-12,5.273088e-13,PowerLaw,2.412866,0.16558874,1235.7245,2.438267,0.14251861,-0.044924986,0.06091894,0,bll,TXS 0100+151,0.997834,0.9256447,bzcat,15.8583404667,15.4401847778,4.6e-07,RFC J0103+1526,Gaia DR2: 2783576589530206208,19.0674,0.246,,0.0,0.0,3.9272254,0.0,10.0,59.4188
4FGL J0103.8+1321,15.969,13.3536,127.58429,-49.405758,10.405659,3.1322564e-10,4.3046497e-11,3.5414946e-12,4.7605333e-13,PowerLaw,2.1671622,0.108457506,1756.0701,2.129366,0.14389446,0.03198469,0.06974932,0,bll,NVSS J010345+132346,0.9728311,0.0,bzcat,15.9405876542,13.3959049639,9.273328e-08,RFC J0103+1323,,nan,-inf,,0.0,0.0,29.742413,0.7071859,0.24891828,45.4329
4FGL J0104.8-2416,16.2146,-24.2808,170.38489,-85.84747,16.342978,3.7985567e-10,4.275379e-11,6.499934e-12,4.801333e-13,PowerLaw,2.6157641,0.06352141,485.3935,2.5454543,0.08631537,0.11263535,0.06062425,0,fsrq,PKS 0102-245,0.9974224,0.96323603,cgrabs,16.2425224083,-24.2745683528,1.1e-07,RFC J0104-2416,Gaia DR2: 2344947758730996352,18.883,1.747,LSP,1462177200000.0,1.4828014e-12,51.4646,0.51875156,0.16033906,-inf
4FGL J0105.1+3929,16.2913,39.4963,125.81474,-23.2986,17.119482,5.5003907e-10,4.908621e-11,6.6346846e-12,5.182591e-13,PowerLaw,2.2915738,0.062677056,1075.5244,2.2245624,0.08680889,0.08038502,0.050062973,0,bll,GB6 J0105+3928,0.9968923,0.8724629,bzcat,16.288315625,39.470923075,1.7e-07,RFC J0105+3928,Gaia DR2: 371077413369735040,19.0637,0.083,LSP,25118865000000.0,4.203935e-12,61.247883,0.6629203,0.19794267,18.85
4FGL J0106.9-4832,16.7437,-48.5347,295.9387,-68.38204,4.785151,9.874353e-11,2.429139e-11,1.1037913e-12,2.7247331e-13,PowerLaw,2.1245973,0.19846223,2197.1162,1.8159698,0.47275746,0.38293862,0.4766029,0,bcu,PMN J0106-4831,0.99624306,0.9160459,rfc,16.7319541083,-48.5248075056,7.7e-07,RFC J0106-4831,,nan,-inf,LSP,13963683000000.0,2.6839474e-13,5.807693,0.0,10.0,10.0
4FGL J0107.3-1210,16.826,-12.1827,137.68132,-74.5983,7.2728357,2.2252412e-10,3.9439715e-11,2.7368266e-12,4.5841483e-13,PowerLaw,2.3180454,0.12686495,1254.6216,2.308849,0.14494298,0.039697092,0.07188397,0,bcu,PMN J0107-1211,0.9889879,0.0,at20g,16.799103725,-12.1898437944,4e-07,RFC J0107-1211,Gaia DR2: 2468531594382889728,18.8612,-inf,ISP,272270120000000.0,6.808822e-13,18.393007,0.52765805,0.23714896,-inf
4FGL J0108.1-0039,17.0276,-0.6587,132.21762,-63.229465,7.2448664,2.1052221e-10,3.963971e-11,3.885562e-12,6.597816e-13,PowerLaw,2.6685274,0.13103937,762.9184,2.6202772,0.17869653,0.085250005,0.107636444,0,fsrq,PKS 0105-008,0.9746997,0.94355536,bzcat,17.1118440125,-0.623379177778,1.2e-07,RFC J0108-0037,Gaia DR2: 2533189406446157952,17.4727,1.374626,LSP,10115794000000.0,1.2641656e-12,8.8869295,0.27119052,0.3088019,-inf
4FGL J0108.6+0134,17.1695,1.5819,131.8437,-60.991188,143.10995,1.010965e-08,1.807083e-10,1.1552579e-10,1.6891374e-12,LogParabola,2.353279,0.009762672,499.4839,2.2754884,0.013048795,0.09750407,0.0081671355,0,fsrq,4C +01.02,0.9997974,0.99779016,cgrabs,17.1615462917,1.58342145278,6.8e-08,RFC J0108+0135,Gaia DR2: 2538237264329224576,17.7533,2.099,LSP,3250873000000.0,6.036539e-12,4121.475,0.8121191,0.21734843,32.2949
4FGL J0109.1+1815,17.2951,18.2647,128.83229,-44.403687,18.378012,6.530762e-10,5.525792e-11,7.2546045e-12,6.120706e-13,PowerLaw,2.0674467,0.061714716,1798.6906,2.0043068,0.08661684,0.06390506,0.04404578,0,bll,MG1 J010908+1816,0.9995326,0.98420507,bzcat,17.2840702583,18.2687503417,2e-07,RFC J0109+1816,Gaia DR2: 2785151502497956224,16.9435,0.145,ISP,239883290000000.0,3.0269552e-12,4.68158,0.0,10.0,78.5865
4FGL J0109.3+2401,17.3313,24.0237,128.16501,-38.66623,6.213036,1.7994133e-10,3.8576652e-11,2.0021656e-12,4.3637912e-13,PowerLaw,2.0943387,0.17299387,2926.3823,2.0344615,0.2478925,0.050250154,0.12315151,0,bcu,GB6 J0109+2400,0.99266905,0.8329449,rfc,17.3111155417,24.0095752861,4.2e-06,RFC J0109+2400,Gaia DR2: 2792141368502323584,20.0715,-inf,ISP,331131100000000.0,3.9996777e-13,16.34566,0.6800123,0.36055136,14.9048
4FGL J0110.0-4019,17.5159,-40.3178,287.8268,-76.25934,9.370814,1.837169e-10,3.2677312e-11,2.2808123e-12,4.257252e-13,PowerLaw,1.794693,0.1178053,4039.0334,1.6804085,0.17467421,0.097886816,0.089769416,0,bll,RBS 0158,0.98912823,0.93914044,whsp2,17.4857913958,-40.3475150889,3.1e-06,RFC J0109-4020,Gaia DR2: 4987910245727100544,18.4056,0.313,HSP,2.0183664e+16,1.596526e-12,15.402684,0.4578125,0.25175282,35.6196
4FGL J0110.7-1254,17.6934,-12.9077,141.53157,-75.07677,8.351399,2.1892337e-10,4.1153917e-11,2.4563418e-12,4.57931e-13,PowerLaw,1.9825666,0.13426052,3186.8682,1.991799,0.12284738,-0.023275238,0.044506785,0,bll,1RXS J011050.0-125455,0.99954075,0.9849699,bllac,17.7083447208,-12.9177348917,1.4e-06,RFC J0110-1255,Gaia DR2: 2468233145695392896,18.9353,0.234,HSP,1e+17,1.9376306e-12,6.7349987,0.0,10.0,93.0724
4FGL J0110.9+4344,17.7264,43.7475,126.64811,-18.983734,5.725076,1.5283233e-10,3.632672e-11,1.6991438e-12,4.0962738e-13,PowerLaw,2.0852983,0.18109354,3230.5952,2.1024084,0.16117413,-0.023406448,0.057742212,0,bcu,GB6 J0110+4345,-inf,0.0,rfc,17.7522517417,43.7609976861,8.2e-07,RFC J0111+4345,Gaia DR2: 373642397903958784,nan,-inf,ISP,298538280000000.0,3.4420326e-13,14.4024725,0.75983447,0.39662373,50.793
4FGL J0111.4+0534,17.8573,5.5761,132.07747,-56.94024,5.8058653,1.4363369e-10,3.586361e-11,1.6266978e-12,3.9242296e-13,PowerLaw,1.9516995,0.1792656,3868.0925,1.8612597,0.27426252,0.09627693,0.16105683,0,bll,1RXS J011130.5+053612,0.99692,0.9304197,bllac,17.8758351583,5.60755374167,4.2e-07,RFC J0111+0536,Gaia DR2: 2564201067483571712,19.4289,0.346,ISP,301995160000000.0,5.6277655e-13,9.341591,0.06295268,2.6524768,37.8643
4FGL J0111.5-2546,17.8966,-25.7778,197.39455,-85.29286,5.5352707,1.4088486e-10,3.1466996e-11,1.8252405e-12,3.7828117e-13,PowerLaw,2.379318,0.16415593,1121.4404,2.1616595,0.35331562,0.1792071,0.20644717,0,bcu,NVSS J011130-254531,0.97863966,0.0,rfc,17.878092425,-25.7586825917,8.4e-07,RFC J0111-2545,Gaia DR2: 5034669172425373568,19.8412,-inf,ISP,398107160000000.0,8.6849236e-14,20.59272,0.78059864,0.3116908,10.0
4FGL J0112.0-6634,18.0236,-66.5752,299.71225,-50.42372,9.930072,1.8898107e-10,2.9989195e-11,3.7313594e-12,4.267423e-13,PowerLaw,2.7133915,0.091656476,519.28455,2.6878872,0.11299356,0.08921463,0.06917784,0,fsrq,PKS 0110-668,0.999269,0.9599597,bzcat,18.0788038167,-66.5792188611,1.4e-07,RFC J0112-6634,Gaia DR2: 4704887599025497216,17.6358,1.1888,LSP,5888436300000.0,9.076115e-13,20.6193,0.40072542,0.16035694,10.0
4FGL J0112.1+2245,18.0294,22.7515,129.14764,-39.870537,111.41478,7.945849e-09,1.6287482e-10,7.514683e-11,1.8163998e-12,LogParabola,2.0710754,0.01250887,764.2216,1.9900837,0.018747441,0.056895148,0.00827196,0,BLL,S2 0109+22,1.0,0.98634654,identified,18.0242696583,22.7441073306,6.8e-08,RFC J0112+2244,Gaia DR2: 2791050863417322368,14.8274,0.265,LSP,64268770000000.0,1.5831315e-11,313.15143,0.2932419,0.08015784,119.121
4FGL J0112.1-0321,18.0308,-3.3626,135.57443,-65.72533,7.5575213,2.593578e-10,4.383768e-11,3.4925918e-12,5.180368e-13,PowerLaw,2.41908,0.110717215,927.6443,2.3555593,0.16459249,0.1546824,0.105805114,0,fsrq,TXS 0110-037,0.0,0.80259,at20g,18.1630619708,-3.47856078889,1.5895375e-07,RFC J0112-0328,,nan,0.77177,ISP,301995160000000.0,4.9147e-13,19.940046,0.54468983,0.21679272,10.0
4FGL J0112.8-7506,18.2049,-75.1024,301.0865,-41.94915,11.873946,2.9011601e-10,4.583218e-11,2.0379143e-12,3.7347602e-13,LogParabola,1.9442574,0.09667315,2901.7268,1.5014282,0.28094235,0.40773773,0.18678889,0,bll,2MASS J01123146-7506179,0.9990996,0.0,whsp2,18.1307129875,-75.1049727278,8.5e-06,RFC J0112-7506,Gaia DR2: 4686001768830754944,18.5844,-inf,ISP,555904260000000.0,8.4199596e-13,1.9681007,0.0,10.0,10.0
4FGL J0112.8+3208,18.2227,32.1399,128.20293,-30.51219,58.180737,2.539935e-09,9.224978e-11,3.0052263e-11,9.567427e-13,LogParabola,2.3686182,0.021849506,484.52332,2.3040433,0.030874541,0.04994181,0.0152330585,0,fsrq,4C +31.03,0.99959505,0.9895597,bzcat,18.20972105,32.1381757111,9.5e-08,RFC J0112+3208,Gaia DR2: 313646347637687168,18.0118,0.603,LSP,7328245500000.0,1.22294804e-11,889.49274,0.8327615,0.22413215,32.0247
4FGL J0113.1-3553,18.2893,-35.894,276.4768,-80.091736,11.141372,2.6743324e-10,3.6292323e-11,3.531276e-12,3.9675723e-13,PowerLaw,2.3993542,0.08900871,855.823,2.3199642,0.12706107,0.112948805,0.080327444,0,fsrq,PMN J0113-3551,0.99620146,0.9561726,bzcat,18.3160682833,-35.8634352,1.6e-07,RFC J0113-3551,Gaia DR2: 5013767834338307968,18.8539,1.22,LSP,6309573300000.0,1.3427959e-12,33.307888,0.69455713,0.22948647,17.1555
4FGL J0113.4+4948,18.3682,49.8054,126.57621,-12.910367,24.47091,1.0331386e-09,6.4811954e-11,1.2019121e-11,7.169635e-13,PowerLaw,2.2328646,0.04657123,1440.4706,2.1915216,0.059299033,0.06798969,0.03232892,0,fsrq,S4 0110+49,0.9999032,0.9911733,bzcat,18.3625283708,49.8066786861,7.5e-08,RFC J0113+4948,Gaia DR2: 403495100669336960,18.2197,0.389,LSP,20892960000000.0,3.9674e-12,37.58825,0.36297694,0.118399784,38.6158
4FGL J0113.7+0225,18.4279,2.4196,134.10127,-59.968235,6.237101,2.1024009e-10,4.110875e-11,3.148181e-12,7.387092e-13,PowerLaw,2.5138004,0.17284499,1321.6262,2.553429,0.20159282,-0.030824099,0.10672529,0,bll,UGC 773,0.9941095,0.92690957,cgrabs,18.4297706375,2.37147675278,7.5e-08,RFC J0113+0222,Gaia DR2: 2538575024852905856,17.2475,0.047,LSP,19054608000000.0,1.648318e-12,10.612506,0.44421405,0.30720538,10.0
4FGL J0114.8+1326,18.7119,13.4342,131.63397,-49.041607,28.734781,1.1507536e-09,6.8500663e-11,1.2782857e-11,7.5802537e-13,PowerLaw,2.0668852,0.04408522,1590.5503,2.0528834,0.05222993,0.013717886,0.023524417,0,bll,GB6 J0114+1325,0.99971163,0.93434227,bllac,18.719903725,13.4270916861,2.4e-07,RFC J0114+1325,Gaia DR2: 2589951969107959808,17.1067,0.583,ISP,630957340000000.0,2.0359777e-12,40.42912,0.3349876,0.108856365,68.8266
4FGL J0114.9-3400,18.7398,-34.0063,268.0324,-81.46336,8.446575,1.113322e-10,3.0252544e-11,1.7418202e-12,4.1066266e-13,PowerLaw,1.5745633,0.15091714,10327.964,1.5657985,0.1917051,0.006828292,0.09334971,0,bll,1RXS J011501.3-340008,0.99941653,0.9549992,bzcat,18.757169723510742,-34.00756072998047,0.0045,,,nan,0.48,ISP,331131100000000.0,3.5876328e-13,8.050462,0.4232045,0.4690976,69.3693
4FGL J0115.1+2622,18.7784,26.3733,129.50574,-36.19606,5.267812,1.7749618e-10,4.029367e-11,2.0208852e-12,4.9428517e-13,PowerLaw,2.1863077,0.19083619,2497.5676,2.2282996,0.17848276,-0.031395275,0.072867595,0,bcu,1RXS J011451.8+262337,0.9513284,0.0,wise,18.7143495083,26.3892752361,4.1142937e-07,RFC J0114+2623,,nan,-inf,ISP,120226444000000.0,5.065473e-13,22.525291,0.84450185,0.3732598,10.0
4FGL J0115.1-0129,18.7859,-1.4962,136.42502,-63.74519,9.096618,2.441239e-10,4.0171082e-11,4.8764708e-12,6.060969e-13,PowerLaw,2.7209473,0.09801419,557.0796,2.7076287,0.13264912,0.12501383,0.13573681,0,fsrq,PKS 0112-017,0.98203236,0.95811075,cgrabs,18.8212497458,-1.45127143611,8.2e-08,RFC J0115-0127,Gaia DR2: 2533580660787554432,17.9156,1.365,LSP,2511886400000.0,1.5781454e-12,44.429504,0.7929122,0.24893108,10.0
4FGL J0115.6+0356,18.9121,3.947,134.50613,-58.379635,29.61352,1.2299827e-09,7.184306e-11,1.3673152e-11,7.8473995e-13,PowerLaw,2.083878,0.043865178,1525.188,1.9961202,0.065379135,0.08741509,0.03861805,0,bll,PMN J0115+0356,0.9994983,0.9521294,bzcat,18.9187986125,3.94536195278,2.2e-07,RFC J0115+0356,Gaia DR2: 2562962978736187264,17.6046,-inf,ISP,519996000000000.0,2.1100803e-12,17.959602,0.18828627,0.08404131,42.9815
4FGL J0115.8+2519,18.9539,25.3324,129.85223,-37.211563,26.74872,1.0917519e-09,6.945967e-11,1.22758175e-11,8.0868607e-13,PowerLaw,1.9745302,0.04994193,2469.9644,1.9923645,0.05313794,-0.014478617,0.02153104,0,bll,RX J0115.7+2519,0.9998014,0.97986233,bllac,18.94225895,25.331484725,2e-07,RFC J0115+2519,Gaia DR2: 294705400127688576,17.5994,0.358,HSP,5649369700000000.0,2.5270335e-12,42.226692,0.41527888,0.13168354,190.015
4FGL J0116.0-1136,19.0006,-11.606,144.50386,-73.4404,28.42815,9.690198e-10,6.3548465e-11,1.2690304e-11,6.263442e-13,PowerLaw,2.3908017,0.04101156,706.36304,2.3675663,0.047860585,0.042156577,0.027652279,0,fsrq,PKS 0113-118,0.80332947,0.9324269,cgrabs,19.0521751167,-11.6042873333,7.5e-08,RFC J0116-1136,Gaia DR2: 2468810737193128960,18.0431,0.67,LSP,6309573300000.0,5.09853e-12,259.4283,0.9204559,0.25185823,12.9248
4FGL J0116.0-2745,19.0032,-27.7589,220.94029,-84.51192,6.9580483,1.3022322e-10,3.5880143e-11,1.6408e-12,3.9782034e-13,PowerLaw,1.7768272,0.17068788,6862.7114,1.628759,0.26791444,0.14166091,0.14357606,0,bll,1RXS J011555.6-274428,0.9940654,0.90982276,whsp2,18.9811379958,-27.7421637861,4.2e-06,RFC J0115-2744,Gaia DR2: 5033483177335863936,18.6054,-inf,HSP,1.9952623e+17,1.4331017e-12,9.572112,0.09905331,1.1722039,48.6335
4FGL J0116.2-6153,19.06,-61.8947,297.84406,-54.987865,12.710594,2.7147568e-10,3.5283373e-11,3.1442709e-12,4.2080277e-13,PowerLaw,1.8996841,0.08885492,3209.5723,1.8475493,0.115313664,0.059164386,0.05478202,0,bll,SUMSS J011619-615343,0.99994475,0.8079768,bzcat,19.0817185458,-61.89542075,1.7e-06,RFC J0116-6153,Gaia DR2: 4715644640971429248,18.4443,-inf,ISP,660693500000000.0,1.2087848e-12,5.751179,0.0,10.0,80.1763
4FGL J0116.5-2812,19.1342,-28.201,225.30444,-84.34075,4.7997136,1.29508e-10,3.1720782e-11,1.5617554e-12,4.2709767e-13,PowerLaw,2.29121,0.20601755,1940.1006,2.3177352,0.17888136,-0.038393933,0.07792303,16,bll,1RXS J011637.7-281146,0.9879064,0.84626067,whsp2,19.154417037963867,-28.196361541748047,0.0045,,,nan,0.7,,0.0,0.0,8.455192,0.0,10.0,10.0
4FGL J0116.5-3046,19.1463,-30.7833,248.02646,-83.39752,5.403873,1.1726761e-10,3.056234e-11,2.120793e-12,3.9376675e-13,PowerLaw,2.65462,0.15068983,531.4575,2.4715993,0.27689555,0.18465143,0.17835592,0,fsrq,PKS 0113-310,0.8639549,0.9247298,bzcat,18.94377295,-30.8220557028,1.2e-07,RFC J0115-3049,Gaia DR2: 5028689340998962048,18.9853,1.414,,0.0,0.0,2.2355661,0.0,10.0,10.0
4FGL J0117.5-2442,19.3907,-24.7145,192.046,-83.65052,5.025497,8.3648005e-11,2.7692756e-11,1.0818484e-12,3.3433182e-13,PowerLaw,1.7473919,0.19936968,6293.087,1.0346583,0.5946403,0.566296,0.42861155,0,bll,1RXS J011746.6-244329,0.9903458,0.8797683,bllac,19.44580078125,-24.725799560546875,0.009,,,nan,0.279,,0.0,0.0,2.9100273,0.0,10.0,71.5179
4FGL J0117.8-2109,19.4543,-21.1578,169.55531,-81.526344,18.926125,8.759523e-10,7.0346964e-11,1.1362876e-11,9.133979e-13,PowerLaw,2.3806894,0.059496738,1288.0977,2.3357959,0.08789089,0.11058333,0.052315407,0,fsrq,PKS 0115-214,0.9981054,0.969648,cgrabs,19.4532505708,-21.1851758722,6.8e-08,RFC J0117-2111,Gaia DR2: 2353231582414247168,20.0268,1.49,LSP,5236004500000.0,1.8964526e-12,93.30947,0.7263377,0.20786512,24.607
4FGL J0118.9-2141,19.7254,-21.6948,173.40576,-81.72015,53.636894,3.2609502e-09,1.1383809e-10,3.1511464e-11,1.3305663e-12,LogParabola,2.269433,0.022110078,1038.0306,2.2467647,0.03276423,0.10583018,0.018698655,0,fsrq,PKS 0116-219,0.99951553,0.9810753,cgrabs,19.7385924333,-21.6917056167,6.8e-08,RFC J0118-2141,Gaia DR2: 2353145515564891008,17.8102,1.165,LSP,5058247000000.0,3.8608327e-12,169.98923,0.40601134,0.11297871,48.4174
4FGL J0119.0-1458,19.7612,-14.9799,152.18536,-76.2582,11.886983,2.663877e-10,3.9286182e-11,3.2963322e-12,5.172937e-13,PowerLaw,1.7987903,0.09954927,3846.3452,1.6799207,0.16620852,0.101953566,0.08405076,0,bll,1RXS J011905.4-145906,0.99907917,0.9556969,whsp2,19.7692488458,-14.9829572222,1.6e-06,RFC J0119-1458,Gaia DR2: 2454992070759529728,17.9902,0.114699,HSP,1.216186e+16,1.2250759e-12,6.4311295,0.0,10.0,56.8952
4FGL J0119.4-5354,19.8696,-53.916,293.90958,-62.71831,6.7257576,1.6179601e-10,3.0344144e-11,1.984053e-12,3.6183773e-13,PowerLaw,2.3141773,0.16331014,1380.5216,2.3508666,0.15623266,-0.03577341,0.06697847,0,bcu,PKS 0117-542,0.98071903,0.95901036,rfc,19.9601931458,-53.9549688917,8.8e-07,RFC J0119-5357,Gaia DR2: 4914391808756536320,20.0654,-inf,LSP,4570881700000.0,4.9996314e-13,12.279884,0.41989595,0.26958585,10.0
4FGL J0119.6+4158,19.9196,41.9826,128.53261,-20.581835,4.365025,1.3665272e-10,3.3538124e-11,1.6569282e-12,4.1075425e-13,PowerLaw,2.2989135,0.1630475,1537.1333,2.2748024,0.24384551,0.13338304,0.12545924,0,bcu,2MASX J01200274+4200139,0.8732807,0.0,rfc,20.0114892542,42.0038686889,2.8058835e-07,RFC J0120+4200,,nan,-inf,,0.0,0.0,4.453094,0.0,10.0,10.0
4FGL J0119.9+4053,19.9988,40.8911,128.7338,-21.658716,4.279128,1.12441605e-10,3.0713935e-11,1.2489769e-12,3.41286e-13,PowerLaw,2.0624826,0.17707461,2830.0444,1.8744708,0.41725063,0.27955726,0.26188454,0,bcu,CRATES J012018+405314,0.9869054,0.0,crates,20.0802053417,40.8913992444,1.1e-06,RFC J0120+4053,,nan,-inf,,0.0,0.0,6.3217874,0.0,10.0,10.0
4FGL J0120.4-2701,20.1227,-27.0229,213.65465,-83.53282,71.15262,3.604997e-09,1.15700324e-10,3.558482e-11,1.5310909e-12,LogParabola,1.9018556,0.0203496,1171.1624,1.8053128,0.03237752,0.05379297,0.013144764,0,bll,PKS 0118-272,0.9997211,0.9939917,bzcat,20.1319307583,-27.0235145972,1.2e-07,RFC J0120-2701,Gaia DR2: 5036556350991034368,15.9418,-inf,ISP,141253760000000.0,8.024057e-12,26.235111,0.12877125,0.04727503,116.562
4FGL J0121.7+5153,20.4389,51.8947,127.68354,-10.697121,4.578774,1.304473e-10,4.1494762e-11,1.6258884e-12,4.6299753e-13,PowerLaw,1.789827,0.15605511,7810.593,1.7988559,0.24091358,0.16205776,0.12614585,0,bcu,2MASS J01213367+5155520,0.9819484,0.0,wise,20.39049530029297,51.93104934692383,0.0045,,,nan,-inf,,0.0,0.0,10.586157,0.37830797,0.7592641,82.566
4FGL J0121.8-3916,20.4704,-39.2682,277.26886,-76.304276,10.558885,2.1877447e-10,3.476141e-11,2.6115006e-12,4.339939e-13,PowerLaw,1.8481876,0.105453685,3501.2397,1.7666329,0.14950037,0.09072005,0.07370718,0,bcu,NVSS J012152-391547,0.9989422,0.8821089,rfc,20.4695852542,-39.2622973444,6.7e-06,RFC J0121-3915,Gaia DR2: 5009413635149573376,18.422,-inf,HSP,1584893100000000.0,6.992734e-13,11.306208,0.35871804,0.26975963,43.8715
4FGL J0123.1+3421,20.7906,34.3538,130.34883,-28.06065,11.592059,2.4006502e-10,4.0474606e-11,3.2378562e-12,5.1989516e-13,PowerLaw,1.7042593,0.104041934,6441.136,1.6424227,0.14844416,0.044599082,0.06420487,0,bll,1ES 0120+340,0.99964225,0.99553746,bllac,20.7859886042,34.3468514917,7.2e-07,RFC J0123+3420,Gaia DR2: 319958948834886272,18.2919,0.272,HSP,4.3651584e+17,9.594029e-12,11.396765,0.4078613,0.27647597,275.16
4FGL J0123.7-2311,20.9377,-23.1941,186.41393,-81.700134,18.819221,5.4485727e-10,5.1764485e-11,6.4836617e-12,6.6103893e-13,PowerLaw,1.8529655,0.06640214,3200.311,1.8243616,0.08046697,0.027249828,0.035618134,0,bll,1RXS J012338.2-231100,0.99783605,0.94905514,bllac,20.9097906375,-23.1830217028,2.1e-06,RFC J0123-2310,Gaia DR2: 5041410282510663168,18.4421,0.404,HSP,9.0157115e+17,4.758247e-12,20.807144,0.39696848,0.15598571,166.36
4FGL J0124.8-0625,21.2178,-6.4328,145.4401,-67.83154,8.531303,2.5983918e-10,4.0870956e-11,2.9727037e-12,4.4589517e-13,PowerLaw,2.1980474,0.11146274,1477.1971,1.9937896,0.22124785,0.2802055,0.17659912,0,bll,PMN J0124-0624,0.99746174,0.0,bzcat,21.2103580625,-6.416925625,2.4e-07,RFC J0124-0625,Gaia DR2: 2478636587278367872,19.9123,2.117,LSP,36307804000000.0,6.6902294e-13,37.679188,1.0600781,0.34875757,10.0
4FGL J0125.3-2548,21.3474,-25.8074,204.98271,-82.289444,18.928665,5.598354e-10,4.8931525e-11,6.4368823e-12,5.0950395e-13,PowerLaw,2.209256,0.06607315,1267.2878,2.1167123,0.10631511,0.09129135,0.060865957,0,bll,PKS 0122-260,0.9983353,0.94340515,bzcat,21.3284893792,-25.8178858333,1.4e-07,RFC J0125-2549,Gaia DR2: 5037096206904381312,19.1276,-inf,LSP,20417380000000.0,9.52557e-13,18.367624,0.28929746,0.12557001,14.8589
4FGL J0125.7-0015,21.4275,-0.2658,141.37395,-61.9042,8.084183,1.2082994e-10,3.0076292e-11,4.071994e-12,5.05028e-13,PowerLaw,3.028442,0.11870559,265.26254,2.976959,0.14570728,0.06500883,0.09305763,2,fsrq,PKS 0122-005,0.9455905,0.99872446,cgrabs,21.370182675,-0.0988699055556,5.726532e-08,RFC J0125-0005,Gaia DR2: 2534055344867939584,nan,1.077,,0.0,0.0,5.2895646,0.0,10.0,10.0
4FGL J0126.0-2221,21.5204,-22.361,183.5854,-80.8067,15.167453,4.1744233e-10,4.521021e-11,6.8383858e-12,5.803039e-13,PowerLaw,2.583914,0.068628535,669.0733,2.532797,0.09616101,0.11903104,0.06503071,0,fsrq,PKS 0123-226,0.99382585,0.9498617,bzcat,21.5625069167,-22.3760008278,1.2e-07,RFC J0126-2222,Gaia DR2: 5043068650987248000,17.7349,0.72,LSP,19275250000000.0,1.3205809e-12,73.78885,0.7767545,0.22743426,4.15262
4FGL J0127.1+3310,21.78,33.1757,131.47441,-29.103487,5.5784307,1.7363173e-10,3.587182e-11,2.0237642e-12,4.433531e-13,PowerLaw,2.2363648,0.1918519,1923.9954,2.3150008,0.14068046,-0.06795398,0.049733855,0,bll,NVSS J012656+330727,0.9890442,0.9479418,bllac,21.738300323486328,33.125,0.0045,,,nan,-inf,ISP,398107160000000.0,3.198284e-13,1.6501399,0.0,10.0,10.0
4FGL J0127.2-0819,21.8074,-8.3305,148.84595,-69.38138,19.727304,6.7672185e-10,5.605584e-11,7.791295e-12,5.852036e-13,PowerLaw,2.2121394,0.0589304,1219.1265,2.1416047,0.08326094,0.100261554,0.04790937,0,bll,PMN J0127-0821,0.9977634,0.92697704,cgrabs,21.8179633458,-8.358026925,1.4e-07,RFC J0127-0821,Gaia DR2: 2477366960586036736,18.3563,0.36,LSP,22908676000000.0,1.202724e-12,6.2411695,0.0,10.0,20.6142
4FGL J0127.2+0324,21.8237,3.413,140.12785,-58.256546,18.056786,6.041332e-10,5.4466414e-11,6.8208178e-12,6.4907725e-13,PowerLaw,1.9609165,0.06606874,2262.212,1.890065,0.09452697,0.0602101,0.046831626,0,bll,NVSS J012713+032259,0.9753461,0.0,whsp2,21.8081496417,3.38349560556,3.6e-07,RFC J0127+0323,Gaia DR2: 2560042985089770624,17.926,-inf,HSP,3404081800000000.0,1.6295662e-12,42.02173,0.5979842,0.18876584,83.6748
