Source_Name,RA,DEC,GLON,GLAT,Signif_Avg,Flux1000,Unc_Flux1000,Energy_Flux1000,Unc_Energy_Flux1000,SpectrumType,PL_Index,Unc_PL_Index,Pivot_Energy,LP_Index,Unc_LP_Index,LP_Beta,Unc_LP_beta,Flags,CLASS,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Counterpart_Catalog,RA_Counterpart,DEC_Counterpart,Unc_Counterpart,VLBI_Counterpart,Gaia_Counterpart,Gaia_G_Magnitude,Redshift,SED_class,nu_syn,nuFnu_syn,Variability_Index,Frac_Variability,Unc_Frac_Variability,Highest_energy
4FGL J0001.2+4741,0.3126,47.6859,114.2502,-14.338059,4.19693,1.425261e-10,3.7061673e-11,1.6307984e-12,4.4813526e-13,PowerLaw,2.1983633,0.18752055,2365.8826,2.1732736,0.22415973,0.02462352,0.105218925,0,bcu,B3 2358+474,0.99609655,0.93856317,crates,0.3293408,47.7002009361,8.4e-07,RFC J0001+4742,Gaia DR2: 387294484030352896,20.4141,-inf,ISP,100000000000000.0,3.716456e-13,17.288631,0.65294766,0.38334733,65.5752
4FGL J0001.2-0747,0.3151,-7.7971,89.03272,-67.30501,22.748436,8.397412e-10,6.210809e-11,9.440178e-12,6.5065303e-13,PowerLaw,2.1483262,0.052848384,1272.3579,2.112588,0.06558173,0.04727811,0.035733853,0,bll,PMN J0001-0746,0.99701446,0.93293214,bzcat,0.3251038,-7.774144975,1.8e-07,RFC J0001-0746,Gaia DR2: 2441428980651581056,16.5076,-inf,LSP,91201080000000.0,1.9367698e-12,16.869194,0.21193315,0.10133888,86.9752
4FGL J0001.5+2113,0.3815,21.2183,107.64935,-40.167652,30.666046,9.679271e-10,6.664196e-11,1.926035e-11,8.209581e-13,LogParabola,2.6801705,0.03160488,376.39575,2.5975513,0.04493158,0.14800178,0.03150326,0,fsrq,TXS 2358+209,0.9980486,0.95818156,crates,0.3848771,21.2267429583,3.4e-07,RFC J0001+2113,Gaia DR2: 2846735969108432384,18.4836,1.106,ISP,158489330000000.0,1.152471e-12,920.6774,1.2660484,0.34029126,10.0
4FGL J0001.6-4156,0.4165,-41.9425,334.22635,-72.02855,11.464017,2.808932e-10,3.8070012e-11,3.3864803e-12,4.9140433e-13,PowerLaw,1.8335938,0.097189896,3475.903,1.7955886,0.13819773,0.025063045,0.06202956,0,bcu,2MASS J00013275-4155252,0.9963356,0.85456926,whsp2,0.386479595833,-41.9237053972,6.9e-05,RFC J0001-4155,Gaia DR2: 4995979729065629312,18.5019,-inf,HSP,7328245500000000.0,1.9029483e-12,13.750535,0.40142947,0.20551185,13.4439
4FGL J0002.1-6728,0.5378,-67.4746,310.08493,-48.963467,11.558185,2.2861259e-10,3.4612122e-11,2.8217526e-12,4.3319076e-13,PowerLaw,1.8019888,0.09519692,4380.837,1.6902436,0.14996767,0.1313003,0.07734571,0,bcu,SUMSS J000215-672653,0.9966394,0.9044934,rfc,0.563303229167,-67.4481760667,1.6e-05,RFC J0002-6726,Gaia DR2: 4707413417751868800,18.4183,-inf,,0.0,0.0,10.018329,0.27502185,0.25776625,52.1518
4FGL J0003.1-5248,0.7817,-52.8071,318.9899,-62.788944,13.530244,3.0080502e-10,4.0236574e-11,3.5972744e-12,4.8938463e-13,PowerLaw,1.845431,0.09169981,3921.086,1.7601653,0.12932381,0.07142608,0.060838696,0,bcu,RBS 0006,0.9830022,0.85980093,whsp2,0.831668583333,-52.7909124778,4.628482e-06,RFC J0003-5247,,nan,-inf,,0.0,0.0,5.567842,0.0,10.0,91.645
4FGL J0003.2+2207,0.8058,22.1302,108.438545,-39.380795,4.199248,1.4516446e-10,3.733854e-11,1.7323027e-12,5.317863e-13,PowerLaw,2.275706,0.22956596,2339.043,0.43892384,0.5404578,0.99964654,0.024958888,0,bll,2MASX J00032450+2204559,-inf,0.0,rfc,0.852178433333,22.0821530694,2.3101897e-07,RFC J0003+2204,,nan,0.09983,LSP,83176380000000.0,4.5184033e-13,4.7351174,0.0,10.0,10.0
4FGL J0003.3-1928,0.8465,-19.4676,65.197784,-76.580986,12.278203,3.9028367e-10,4.901146e-11,2.591246e-12,4.29249e-13,LogParabola,2.2405226,0.08540222,1064.3081,2.0111475,0.16471803,0.3160174,0.14015451,0,bcu,PKS 0000-197,0.9972004,0.91010976,wise,0.827812570833,-19.4562098556,1.7e-07,RFC J0003-1927,Gaia DR2: 2365855384650325376,19.1939,-inf,LSP,22908676000000.0,6.41471e-13,42.141415,0.75762665,0.2412525,10.0
4FGL J0003.3-5905,0.8483,-59.0952,314.23904,-56.965885,5.896742,1.312357e-10,2.7736946e-11,1.6756608e-12,3.413378e-13,PowerLaw,2.3632457,0.16532408,1240.8265,2.3370025,0.21061169,0.025621843,0.09697441,4,bcu,PMN J0003-5905,0.97976094,0.9494421,at20g,0.8055400252342224,-59.096580505371094,0.0045,,,nan,-inf,,0.0,0.0,3.44095,0.0,10.0,10.0
4FGL J0003.9-1149,0.9986,-11.8251,84.59542,-71.0751,10.233945,2.8707606e-10,4.0498768e-11,3.2111015e-12,4.419565e-13,PowerLaw,2.1277146,0.098390564,1680.0156,2.0007017,0.17358784,0.26229075,0.12814528,0,bll,PMN J0004-1148,0.9983225,0.97085786,bllac,1.02047914167,-11.8162183194,1.2e-07,RFC J0004-1148,Gaia DR2: 2421598528234887680,19.3223,1.30999,LSP,2454708800000.0,8.173593e-13,4.7231445,0.0,10.0,10.8395
4FGL J0004.0+0840,1.0073,8.6757,103.49598,-52.397846,6.7910714,2.2329537e-10,4.134058e-11,2.4867556e-12,4.6014256e-13,PowerLaw,2.1019166,0.14017807,2233.738,1.6877342,0.3493307,0.35344642,0.24869604,0,bcu,SDSS J000359.23+084138.1,0.9922678,0.0,rfc,0.996792179167,8.6939406,4.2e-07,RFC J0003+0841,Gaia DR2: 2746890967457065856,19.7616,2.057129,ISP,301995160000000.0,2.5930565e-13,9.037287,0.32937843,0.47412056,10.0
4FGL J0004.4-4737,1.1091,-47.6233,323.986,-67.53783,19.205418,4.8566245e-10,4.3817103e-11,6.5130097e-12,4.719263e-13,PowerLaw,2.4149895,0.06283799,845.39923,2.3563406,0.08525738,0.07762944,0.05322211,0,fsrq,PKS 0002-478,0.9971799,0.97325,bzcat,1.1485645375,-47.6054455472,8.8e-08,RFC J0004-4736,Gaia DR2: 4978016560925910400,19.8476,0.88,LSP,13182567000000.0,2.52002e-12,123.41303,0.83265644,0.23491073,10.0
4FGL J0005.9+3824,1.4986,38.401,113.23228,-23.613338,14.65977,4.5405948e-10,4.8767896e-11,8.3591545e-12,6.5798533e-13,PowerLaw,2.6667964,0.062206063,544.74713,2.6316638,0.088459425,0.15494637,0.06724274,0,fsrq,S4 0003+38,0.9926908,0.9090593,cgrabs,1.48823080417,38.3375414,7.5e-08,RFC J0005+3820,Gaia DR2: 2880735415555982976,18.3994,0.229,LSP,13182567000000.0,7.2600064e-12,23.272005,0.3225728,0.12107626,10.0
4FGL J0006.3-0620,1.5992,-6.3493,93.64702,-66.62518,4.12492,1.2589059e-10,3.344897e-11,1.4250478e-12,3.816831e-13,PowerLaw,2.1706007,0.18550012,2028.5834,2.0629766,0.32504353,0.2742178,0.25072128,0,bll,PKS 0003-066,0.9901411,0.9994688,cgrabs,1.55788704167,-6.39314870278,6.8e-08,RFC J0006-0623,Gaia DR2: 2442050857556048000,17.1541,0.347,LSP,8317638000000.0,8.180352e-12,18.205976,0.6143341,0.34201583,10.0
4FGL J0006.4+0135,1.6094,1.5982,100.47745,-59.29749,6.145243,1.7693509e-10,3.7296284e-11,1.9687706e-12,4.169119e-13,PowerLaw,2.0946035,0.16339187,2459.6868,1.9011818,0.32759845,0.16732785,0.1977467,0,bcu,NVSS J000626+013611,0.99729097,0.8214364,whsp2,1.61218634167,1.60288485,1.5e-06,RFC J0006+0136,Gaia DR2: 2738768737624127360,19.6122,0.787,ISP,229086760000000.0,2.2438819e-13,2.4156098,0.0,10.0,19.675
4FGL J0007.7+4008,1.9275,40.134,113.93701,-21.972776,11.106481,3.634569e-10,4.471208e-11,4.095893e-12,4.9865125e-13,PowerLaw,2.1567848,0.09174704,1874.174,1.9334263,0.1894369,0.22259808,0.115732834,0,bcu,NVSS J000741+400830,0.9971315,0.0,rfc,1.92361052083,40.1416492417,4.5e-07,RFC J0007+4008,Gaia DR2: 383168257409540992,18.7605,-inf,,0.0,0.0,17.865534,0.41981348,0.18766536,18.6475
4FGL J0008.0+4711,2.0024,47.195,115.31625,-15.033559,42.16299,2.053179e-09,8.995697e-11,1.8266043e-11,1.1171772e-12,LogParabola,2.0525768,0.031170934,1403.9235,1.9346354,0.050815575,0.079398826,0.02349014,0,bll,MG4 J000800+4712,0.99995524,0.9736737,bllac,1.99988861667,47.20215795,2.4e-07,RFC J0007+4712,Gaia DR2: 393015758425406848,19.0094,0.28,LSP,33496544000000.0,1.2983028e-12,7.4312587,0.017027546,0.21299228,68.152
4FGL J0008.0-3937,2.0048,-39.632,335.9962,-74.58333,5.730293,1.6083249e-10,3.764112e-11,1.3721681e-12,3.9571322e-13,LogParabola,2.5685303,0.13714193,830.4236,2.4022975,0.33063605,0.72450393,0.36578268,16,bcu,PMN J0008-3945,0.9207396,0.8798844,rfc,2.03834353333,-39.7563796333,1.174177e-06,RFC J0008-3945,,20.0411,-inf,LSP,3162277700000.0,2.6849302e-13,2.4596732,0.0,10.0,-inf
4FGL J0008.4-2339,2.111,-23.6514,50.26514,-79.690834,10.519943,1.9545103e-10,3.6206593e-11,2.6925014e-12,4.951347e-13,PowerLaw,1.6839513,0.11275502,6084.1147,1.4809875,0.2182928,0.16281697,0.10865318,0,bll,RBS 0016,0.9926684,0.91516817,bzcat,2.14749853333,-23.6577799306,5.4e-07,RFC J0008-233A,Gaia DR2: 2337101132654889216,18.3753,0.147,,0.0,0.0,10.584781,0.2256075,0.40606448,71.1217
4FGL J0008.4+1455,2.1246,14.9232,107.72407,-46.6767,10.041938,3.274281e-10,4.5481573e-11,3.7483324e-12,5.1314503e-13,PowerLaw,2.1995182,0.105947055,1717.2878,2.1556756,0.14485562,0.042718746,0.07194004,0,bcu,NVSS J000825+145635,0.9917855,0.0,rfc,2.10583264167,14.9432751944,2.1e-07,RFC J0008+1456,,nan,-inf,,0.0,0.0,7.888641,0.02504162,1.4914163,11.6943
4FGL J0009.1+0628,2.2973,6.4828,104.480736,-54.868298,13.052364,4.5965906e-10,5.2013845e-11,5.1309937e-12,5.7255454e-13,PowerLaw,2.1171386,0.081403635,1872.1111,2.0867202,0.09896444,0.04512154,0.048880115,0,bll,TXS 0006+061,0.9931449,0.86640173,bzcat,2.26638275,6.47256675278,1.6e-07,RFC J0009+0628,Gaia DR2: 2742639774468057984,17.9922,1.562629,LSP,24547089000000.0,1.7127541e-12,11.290438,0.23110011,0.18991543,45.6536
4FGL J0009.3+5030,2.3466,50.5115,116.12437,-11.803588,54.228363,2.8104423e-09,9.975493e-11,2.5818998e-11,1.1852658e-12,LogParabola,1.987031,0.02373188,1310.5244,1.8825232,0.035371866,0.06981315,0.015831562,0,bll,NVSS J000922+503028,0.9999694,0.92810774,bzcat,2.344833625,50.5080106194,3.7e-07,RFC J0009+5030,Gaia DR2: 395273816012965120,18.1976,-inf,HSP,1258925400000000.0,1.1958948e-12,132.0971,0.38896665,0.1096845,72.7617
4FGL J0009.7-3217,2.4443,-32.2976,0.6727207,-79.58928,7.085836,1.8341885e-10,3.3384902e-11,2.0985076e-12,3.7589826e-13,PowerLaw,2.1981528,0.13509318,1705.5222,2.1488535,0.1775985,0.075799,0.09984529,0,rdg,IC 1531,0.99067837,0.94048434,bzcat,2.39815735417,-32.2769248667,1.7e-07,RFC J0009-3216,Gaia DR2: 2319429403815901568,16.5623,0.025,ISP,149623560000000.0,2.024585e-12,16.073004,0.540167,0.2512263,12.8536
4FGL J0009.8-4317,2.4533,-43.2979,327.77505,-71.76617,9.7891655,2.1613628e-10,3.283561e-11,2.4276982e-12,3.6578325e-13,PowerLaw,2.145199,0.12928359,1959.596,2.1911077,0.11915045,-0.040844724,0.048107337,0,bll,SUMSS J000949-431654,0.99851024,0.9318478,whsp2,2.457291603088379,-43.280582427978516,0.0045,,,nan,0.56,,0.0,0.0,11.714552,0.31496903,0.23420183,21.4499
4FGL J0010.6+2043,2.6502,20.7332,110.21874,-41.12827,4.55181,1.5871579e-10,3.748826e-11,1.9497832e-12,4.420652e-13,PowerLaw,2.316534,0.16675967,1299.714,2.144756,0.3254802,0.21123806,0.18496026,0,fsrq,TXS 0007+205,0.96985173,0.0,bzcat,2.61976269167,20.7971634917,1.4e-07,RFC J0010+2047,Gaia DR2: 2798756648926423808,19.3185,0.6,LSP,3630780600000.0,3.6381366e-13,19.162102,0.7225788,0.31382018,10.0
4FGL J0010.6-3025,2.6675,-30.4258,10.263708,-80.482315,13.226071,3.3238615e-10,4.0063567e-11,4.5225447e-12,4.407052e-13,PowerLaw,2.4291213,0.077997,798.3064,2.362704,0.109506525,0.10359336,0.07065257,0,fsrq,PKS 0008-307,0.99674195,0.9643442,cgrabs,2.64892584167,-30.4631718333,1.8e-07,RFC J0010-3027,Gaia DR2: 2319899406382098304,19.4753,1.19,LSP,9660509000000.0,6.701654e-13,78.42998,0.92969924,0.26646504,25.3734
4FGL J0010.8-2154,2.7174,-21.9004,60.28118,-79.400505,4.217368,1.05044064e-10,2.9791128e-11,1.5372301e-12,3.7893161e-13,PowerLaw,2.4946294,0.21070664,892.483,2.5173101,0.19624367,-0.034287505,0.08828161,0,bcu,PKS 0008-222,0.9900694,0.95401853,cgrabs,2.7235416,-21.9511722639,1.2e-07,RFC J0010-2157,Gaia DR2: 2340372038012750336,nan,-inf,,0.0,0.0,10.380939,0.39663288,0.35509548,10.0
4FGL J0011.4+0057,2.8551,0.9646,102.407234,-60.302692,13.4172535,4.7544585e-10,5.1688806e-11,5.855359e-12,5.8351257e-13,PowerLaw,2.3197815,0.08455583,1207.6956,2.2661607,0.11698573,0.055365816,0.064857274,0,fsrq,RX J0011.5+0058,0.99867564,0.9197632,cgrabs,2.87668005833,0.964410311111,1.6e-07,RFC J0011+0057,Gaia DR2: 2546355272210783232,19.9879,1.492,LSP,6918310000000.0,8.5560633e-13,79.31325,0.93281984,0.27096128,10.8261
4FGL J0011.8-3142,2.9547,-31.7154,2.5585456,-80.23526,5.024043,1.1227322e-10,2.940728e-11,1.2626407e-12,3.231633e-13,PowerLaw,1.9738964,0.18616134,3578.9922,1.8497955,0.28676894,0.14012496,0.16189341,0,bcu,SUMSS J001141-314220,0.0,0.85099846,sumss,2.9239165782928467,-31.705778121948242,0.0045,,,nan,-inf,,0.0,0.0,20.669003,1.1191412,0.5038503,53.2238
4FGL J0013.1-3955,3.2802,-39.9272,332.33987,-74.936165,16.90583,4.4867107e-10,4.337175e-11,4.9848233e-12,4.8477395e-13,PowerLaw,2.0500717,0.07478925,1955.6699,1.9809018,0.10833041,0.07450506,0.059356764,0,bll,PKS 0010-401,0.99866146,0.9994357,bllac,3.24962430417,-39.9072375472,9.5e-08,RFC J0012-3954,Gaia DR2: 4996449220530794624,18.8705,-inf,LSP,7244359400000.0,9.466142e-13,11.164631,0.2268244,0.15357514,20.6272
4FGL J0013.6+4051,3.4014,40.8563,115.2578,-21.451033,6.1323133,1.8074563e-10,3.5286333e-11,2.0804007e-12,4.206109e-13,PowerLaw,2.21155,0.1445066,2040.5833,2.2122178,0.14623235,-0.0017525448,0.0677058,0,agn,4C +40.01,0.9970998,0.9888399,crates,3.37970918333,40.8603178333,6.8e-08,RFC J0013+4051,Gaia DR2: 383084664461521536,19.0766,0.2555,LSP,6237348400000.0,2.7033794e-12,7.623577,0.0,10.0,12.5121
4FGL J0013.6-0424,3.4208,-4.4017,99.6602,-65.55318,5.0501785,1.7402413e-10,3.9665323e-11,2.2130668e-12,6.4588374e-13,PowerLaw,2.3586702,0.2422376,1846.4111,2.350605,0.14496373,-0.08897229,0.05192615,16,fsrq,PKS 0011-046,0.9918854,0.95783323,cgrabs,3.4755456625,-4.39785967222,1.2e-07,RFC J0013-0423,Gaia DR2: 2444180680298239616,20.3954,1.075,LSP,1445439700000.0,6.4066797e-13,6.167051,0.0,10.0,10.0
4FGL J0013.9-1854,3.4804,-18.9118,74.58781,-78.09192,11.508996,2.792798e-10,3.9245805e-11,3.1480432e-12,4.547574e-13,PowerLaw,1.9660697,0.10228895,2609.2893,1.8764379,0.15060115,0.08232986,0.07438293,0,bll,RBS 0030,0.99950737,0.98459005,bzcat,3.48351326667,-18.9018600611,8e-07,RFC J0013-1854,Gaia DR2: 2365374318248867968,17.4041,0.094846,HSP,8.709636e+16,5.1275984e-12,2.6081078,0.0,10.0,37.2169
4FGL J0014.1+1910,3.5368,19.1713,110.88994,-42.826824,6.2304435,1.9381756e-10,3.7487232e-11,2.295955e-12,4.346078e-13,PowerLaw,2.2641912,0.12803715,1473.7736,2.071025,0.2772186,0.34991562,0.19538191,0,bll,MG3 J001356+1910,0.9916659,0.8200502,bllac,3.48490050417,19.1783099694,1.3e-07,RFC J0013+1910,Gaia DR2: 2797600581168992256,18.3631,0.477,LSP,46773515000000.0,1.8653358e-12,16.311121,0.5562156,0.30983156,10.0
4FGL J0014.1-5022,3.5479,-50.3703,317.45294,-65.69481,10.176719,2.5761307e-10,3.69074e-11,2.8836386e-12,4.1998013e-13,PowerLaw,1.9924736,0.10604622,2545.143,1.867736,0.17179203,0.13571842,0.096285805,0,bll,RBS 0032,0.999756,0.9081001,bllac,3.54776027917,-50.3763770917,2.8e-05,RFC J0014-5022,Gaia DR2: 4973945275527723520,18.403,0.01,HSP,4.570882e+17,2.5924774e-12,1.6824188,0.0,10.0,26.0537
4FGL J0014.2+0854,3.5695,8.9114,107.61855,-52.85195,4.5348425,1.8242177e-10,4.409267e-11,2.6802735e-12,6.282127e-13,PowerLaw,2.4980073,0.16695191,1016.6225,2.5393646,0.1484973,-0.047722973,0.06611666,0,bll,MS 0011.7+0837,0.9983077,0.9370092,bllac,3.58224983333,8.90056895556,3.9e-07,RFC J0014+0854,Gaia DR2: 2751979339768266112,19.0537,0.163,,0.0,0.0,10.884227,0.39557707,0.31181565,10.0
4FGL J0014.3-0500,3.5864,-5.012,99.509476,-66.18239,10.860766,4.0482376e-10,5.2866718e-11,5.0892996e-12,7.9432104e-13,PowerLaw,2.3452647,0.117084794,1877.6715,2.3298507,0.13339931,0.023047293,0.06613631,0,bcu,GALEXASC J001420.46-045929.1,0.9956731,0.8810071,rfc,3.5851388375,-4.99133922222,2.1e-07,RFC J0014-0459,Gaia DR2: 2444074401331745920,18.9945,0.791,LSP,10964782000000.0,3.9731594e-13,19.936464,0.49436164,0.2012559,13.9262
4FGL J0014.9+3212,3.7268,32.2162,114.00973,-30.021877,9.800221,2.2360816e-10,4.3663115e-11,4.0294755e-12,5.4453376e-13,LogParabola,2.676878,0.08700415,403.67023,2.4288247,0.16861759,0.3146403,0.1384451,0,bcu,3C 6,0.96470517,0.96670157,rfc,3.77561423333,32.2703638194,1.4e-07,RFC J0015+3216,Gaia DR2: 2863266267439599872,20.356,-inf,LSP,10000000000000.0,7.765242e-13,4.797685,0.0,10.0,10.0
4FGL J0015.2+3537,3.8247,35.6172,114.71823,-26.677507,5.399805,1.3006211e-10,3.387386e-11,1.4447513e-12,3.777386e-13,PowerLaw,2.0663972,0.2037013,3627.431,2.114525,0.1527464,-0.056847345,0.0593215,0,bll,RX J0015.4+3536,0.99849707,0.91047436,bllac,3.8661999702453613,35.610801696777344,0.009,,,nan,0.57,ISP,275422860000000.0,5.252354e-13,5.3667583,0.0,10.0,22.919
4FGL J0015.9+2440,3.9917,24.6805,112.76397,-37.48992,8.170248,2.1649577e-10,3.7419127e-11,2.4443232e-12,4.4011553e-13,PowerLaw,2.1628017,0.15662351,2312.8862,2.2232592,0.1299406,-0.04911716,0.047290523,0,bcu,GB6 J0016+2440,0.9978396,0.8603775,wise,4.01507039167,24.6707497861,7.7e-07,RFC J0016+2440,Gaia DR2: 2849422114670178048,18.0138,-inf,,0.0,0.0,12.560624,0.34824002,0.24432,-inf
4FGL J0016.2-0016,4.061,-0.2806,104.012276,-61.85269,20.640505,4.753951e-10,5.1616926e-11,9.949862e-12,6.765418e-13,LogParabola,2.726546,0.050309055,363.43,2.5850232,0.07921617,0.18653215,0.056901317,0,fsrq,S3 0013-00,0.997477,0.97896254,cgrabs,4.04620230417,-0.253457036111,7.5e-08,RFC J0016-0015,Gaia DR2: 2545226894107313280,19.7838,1.57631,LSP,2570395800000.0,6.770348e-13,69.39717,0.476826,0.14220941,14.0637
4FGL J0016.5+1702,4.1396,17.0389,111.096794,-45.029816,5.7312074,1.7644773e-10,3.9009462e-11,3.0842006e-12,5.4260323e-13,PowerLaw,2.6308897,0.12986009,622.57336,2.3538966,0.3034599,0.44820043,0.26498622,4,fsrq,GB6 J0015+1700,0.80752254,0.0,bzcat,3.9166116,17.0112784,1.8122026e-07,RFC J0015+1700,,nan,1.709,,0.0,0.0,7.7661843,0.22114368,0.3660777,-inf
4FGL J0017.0-0649,4.2635,-6.8317,99.46171,-68.12262,10.720092,3.3935232e-10,4.543576e-11,4.4512835e-12,5.294181e-13,PowerLaw,2.3924778,0.094151214,1008.6437,2.370499,0.10895304,0.0364026,0.057143807,0,bcu,PMN J0017-0650,0.9970226,0.9240779,crates,4.28907083333,-6.84262073611,6.9e-07,RFC J0017-0650,Gaia DR2: 2431255263982930432,18.5918,-inf,LSP,63826347000000.0,1.2557206e-12,23.676846,0.37011778,0.17435609,39.4492
4FGL J0017.5-0514,4.3949,-5.2347,101.209854,-66.667816,23.148046,8.684278e-10,6.5405965e-11,1.2202161e-11,8.882785e-13,LogParabola,2.5345943,0.044660076,808.75867,2.5544698,0.05932179,0.110736616,0.039825425,0,FSRQ,PMN J0017-0512,1.0,0.93868506,identified,4.39923841667,-5.21160222222,1.1e-07,RFC J0017-0512,Gaia DR2: 2443880135666727296,17.6388,0.227,LSP,8491804700000.0,2.6072339e-12,224.79675,0.9487254,0.26082274,10.0755
4FGL J0017.8+1455,4.4711,14.9228,110.96526,-47.16783,7.4618998,2.449952e-10,4.104589e-11,2.7818128e-12,4.5714723e-13,PowerLaw,2.1791823,0.12555651,1733.5139,2.0409412,0.23200671,0.20386355,0.20289727,0,bll,GB6 J0017+1450,0.9556661,0.0,bzcat,4.40376599583,14.8505221083,2.2e-07,RFC J0017+1451,Gaia DR2: 2768462977572770816,nan,0.302712,ISP,158489330000000.0,1.4410665e-12,8.823655,0.30299813,0.33044657,10.0
4FGL J0018.4+2946,4.6151,29.7792,114.44117,-32.54827,12.004145,2.612357e-10,3.9930906e-11,3.4871457e-12,5.404916e-13,PowerLaw,1.7145041,0.093461186,5379.739,1.5531559,0.15376137,0.13607325,0.07744503,0,bll,RBS 0042,0.9997198,0.98570234,bzcat,4.615790275,29.7919899722,3e-07,RFC J0018+2947,Gaia DR2: 2860563118101724160,18.1082,0.1,,0.0,0.0,5.4117527,0.0,10.0,87.9812
4FGL J0019.2-5640,4.8106,-56.6826,311.75082,-59.890987,8.953907,2.0286714e-10,3.12045e-11,2.4053411e-12,3.548785e-13,PowerLaw,2.2656467,0.12278334,1436.7468,2.2494297,0.13900854,0.02424963,0.06958597,0,bcu,PMN J0019-5641,0.9977795,0.91748077,rfc,4.86088295833,-56.6951271778,9.8e-07,RFC J0019-5641,,nan,-inf,LSP,2786121200000.0,3.3147898e-13,22.939634,0.60546553,0.23844008,10.0
4FGL J0019.3-8152,4.8327,-81.8798,304.31436,-35.16209,15.827942,5.3106086e-10,4.9761088e-11,5.914436e-12,5.547041e-13,PowerLaw,2.1021957,0.07554549,2274.4697,2.0818393,0.094057135,0.018712848,0.045235727,0,bll,PMN J0019-8152,0.9998258,0.9766397,bzcat,4.83601874167,-81.8809475222,1.4e-06,RFC J0019-8152,Gaia DR2: 4630932561451384576,16.7357,-inf,ISP,754223400000000.0,4.5752625e-12,14.4204,0.29045328,0.1418921,27.549
4FGL J0019.6+7327,4.9031,73.456,120.63282,10.72648,21.933533,1.2713018e-09,7.91505e-11,2.1117205e-11,1.4454695e-12,PowerLaw,2.5941908,0.04427266,1100.5109,2.5854518,0.05952287,0.07975241,0.034428574,0,fsrq,S5 0016+73,0.99985063,0.99271715,bzcat,4.94077657083,73.4583382333,6.8e-08,RFC J0019+7327,Gaia DR2: 537742721644001920,18.2861,1.781,LSP,2089296100000.0,1.1932048e-12,288.2406,0.9511126,0.26017255,10.0
4FGL J0019.6+2022,4.907,20.3755,112.90082,-41.875835,9.600923,2.784284e-10,4.0866515e-11,3.1332927e-12,4.518287e-13,PowerLaw,2.152031,0.10616746,1793.6635,2.12498,0.1550773,0.15015662,0.10576743,0,bll,PKS 0017+200,0.9986458,0.9856926,bllac,4.90772707083,20.3626790694,6.8e-08,RFC J0019+2021,Gaia DR2: 2799276958444229632,19.2491,-inf,LSP,2290867800000.0,1.1767088e-12,11.28768,0.41340557,0.262048,10.0
4FGL J0021.0+0322,5.2565,3.3783,108.237045,-58.623074,7.1000338,1.6827795e-10,3.7139253e-11,1.9851636e-12,4.3131194e-13,PowerLaw,1.8668073,0.14647624,4172.7144,1.7216243,0.24928713,0.1320154,0.1280042,0,bcu,2MASS J00205023+0323578,0.89689606,0.0,rfc,5.2093648875,3.39946661111,2.4464407e-07,RFC J0020+0323,,nan,-inf,,0.0,0.0,16.11443,0.53114396,0.36196274,10.0
4FGL J0021.5-2552,5.3912,-25.8681,41.9261,-83.19968,21.203888,6.2927413e-10,5.069824e-11,7.0060997e-12,5.470889e-13,PowerLaw,2.09977,0.05749462,1389.8618,2.0663612,0.07069952,0.038864486,0.035313495,0,bll,CRATES J002132.55-255049.3,0.9981949,0.853463,bzcat,5.3856229,-25.8470519611,4.5e-07,RFC J0021-2550,Gaia DR2: 2323627987750335104,17.6187,-inf,ISP,412097500000000.0,1.4973454e-12,24.355541,0.34595254,0.12892132,50.5625
4FGL J0021.6-0855,5.4115,-8.9174,100.40253,-70.47483,4.7426553,1.471323e-10,3.5480414e-11,1.8575293e-12,4.1795322e-13,PowerLaw,2.3502548,0.17009239,1163.7213,2.1161711,0.40486714,0.2468853,0.25630593,0,bll,NVSS J002142-090044,0.9744128,0.0,bzcat,5.426040172576904,-9.012310028076172,0.0045,,,nan,0.648,,0.0,0.0,12.188523,0.68671453,0.41812423,10.0
4FGL J0021.9-5140,5.4985,-51.6728,313.70114,-64.835396,22.871876,6.212288e-10,4.6821977e-11,6.9044575e-12,5.277166e-13,PowerLaw,2.042762,0.05549212,1691.6196,2.0047066,0.07007171,0.03680977,0.03328733,0,bll,1RXS J002159.2-514028,0.9998968,0.98146844,bzcat,5.500329971313477,-51.67338943481445,0.0045,,,nan,0.25,ISP,660693500000000.0,2.0923003e-12,18.849268,0.26840726,0.11446568,58.1267
4FGL J0022.0+0006,5.5154,0.1134,107.20704,-61.85817,7.358484,1.06537654e-10,3.768555e-11,1.9088574e-12,5.0068754e-13,PowerLaw,1.4715182,0.17375848,18064.906,1.5059911,0.13055088,-0.062057972,0.05209534,0,bll,RX J0022.0+0006,0.99893326,0.9400744,whsp2,5.503958225250244,0.11611111462116241,0.009,,,nan,0.306,HSP,1.3489629e+17,7.7725944e-13,8.9755745,0.0,10.0,353.833
4FGL J0022.1-1854,5.5353,-18.9068,82.08266,-79.37435,25.478495,8.328883e-10,5.850256e-11,9.4906565e-12,7.3250195e-13,PowerLaw,1.9354254,0.04875402,1955.795,1.8248175,0.07684233,0.09708254,0.039340027,0,bll,1RXS J002209.2-185333,0.99966353,0.922496,bzcat,5.53862082917,-18.8930185972,3.5e-07,RFC J0022-1853,Gaia DR2: 2366723071123470592,17.2301,-inf,LSP,66069344000000.0,1.8071991e-12,3.0645726,0.0,10.0,95.5201
